timestamp,actual_q,actual_qd,target_qd_acceleration
1716711054.4286692,"[-2.6200993696795862, -2.9100378195392054, -0.07996064821352178, -2.933042828236715, 0.5299491882324219, 1.169901967048645]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.4441922,"[-2.620063368474142, -2.909989658986227, -0.07998449007143194, -2.93300706544985, 0.5299491882324219, 1.169901967048645]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.460242,"[-2.620075527821676, -2.910013500844137, -0.07998449007143194, -2.9329946676837366, 0.5299611687660217, 1.1699259281158447]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.4762034,"[-2.6200993696795862, -2.909977738057272, -0.07996064821352178, -2.933018986378805, 0.5299611687660217, 1.1698895692825317]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.4916637,"[-2.620087448750631, -2.910013500844137, -0.07996064821352178, -2.93303090730776, 0.5299491882324219, 1.169901967048645]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.5073087,"[-2.620087448750631, -2.9100378195392054, -0.07997256914247686, -2.93303090730776, 0.5299016237258911, 1.1699259281158447]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.5232425,"[-2.6201112906085413, -2.910025421773092, -0.07999641100038701, -2.933018986378805, 0.5299731492996216, 1.1699498891830444]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.5390098,"[-2.620075527821676, -2.910013500844137, -0.07997256914247686, -2.93300706544985, 0.5299611687660217, 1.1699378490447998]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.555008,"[-2.6200993696795862, -2.909989658986227, -0.07998449007143194, -2.93300706544985, 0.5299731492996216, 1.1699618101119995]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.5710104,"[-2.6200993696795862, -2.909989658986227, -0.07999641100038701, -2.93303090730776, 0.529913604259491, 1.1699738502502441]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.5862818,"[-2.6200993696795862, -2.909989658986227, -0.0799482504474085, -2.93303090730776, 0.5299255847930908, 1.1699618101119995]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.602076,"[-2.620087448750631, -2.910025421773092, -0.07993632951845342, -2.933018986378805, 0.5299491882324219, 1.1699259281158447]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.6178727,"[-2.6200993696795862, -2.910001579915182, -0.07998449007143194, -2.9329827467547815, 0.5299611687660217, 1.1699498891830444]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.6338139,"[-2.6201112906085413, -2.910013500844137, -0.07999641100038701, -2.93300706544985, 0.5299375653266907, 1.1699378490447998]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.6496787,"[-2.620075527821676, -2.910013500844137, -0.07998449007143194, -2.93300706544985, 0.5299255847930908, 1.1699738502502441]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.6653368,"[-2.6201234499560755, -2.910025421773092, -0.07992440858949834, -2.93300706544985, 0.5299375653266907, 1.1699498891830444]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.6810503,"[-2.620087448750631, -2.910013500844137, -0.07999641100038701, -2.93300706544985, 0.5299491882324219, 1.1699378490447998]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.696735,"[-2.620075527821676, -2.909989658986227, -0.07996064821352178, -2.9329946676837366, 0.5299851298332214, 1.1699378490447998]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.7123654,"[-2.6201112906085413, -2.910001579915182, -0.08003217378725225, -2.9329946676837366, 0.5299375653266907, 1.1699378490447998]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.7279966,"[-2.6200993696795862, -2.909989658986227, -0.07993632951845342, -2.9329827467547815, 0.5299611687660217, 1.1699378490447998]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.744056,"[-2.6201112906085413, -2.910013500844137, -0.0799482504474085, -2.933042828236715, 0.5299731492996216, 1.1699378490447998]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.7597935,"[-2.6201234499560755, -2.9100378195392054, -0.07998449007143194, -2.9329827467547815, 0.5299375653266907, 1.1699378490447998]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.7755287,"[-2.620063368474142, -2.910001579915182, -0.07996064821352178, -2.933018986378805, 0.5299016237258911, 1.1699738502502441]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.791452,"[-2.620063368474142, -2.910001579915182, -0.07996064821352178, -2.933018986378805, 0.5299016237258911, 1.1699738502502441]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.8072631,"[-2.620075527821676, -2.909977738057272, -0.07999641100038701, -2.93303090730776, 0.5299491882324219, 1.1699378490447998]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.8229613,"[-2.620063368474142, -2.910013500844137, -0.07996064821352178, -2.93303090730776, 0.5299375653266907, 1.1699618101119995]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.8381865,"[-2.6200993696795862, -2.9100378195392054, -0.0799482504474085, -2.93300706544985, 0.5299016237258911, 1.1699618101119995]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.8540266,"[-2.620075527821676, -2.9100378195392054, -0.07998449007143194, -2.933018986378805, 0.5299375653266907, 1.1699618101119995]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.8697639,"[-2.6201353708850306, -2.909989658986227, -0.07997256914247686, -2.93300706544985, 0.5299731492996216, 1.1699618101119995]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.8855374,"[-2.620171372090475, -2.909989658986227, -0.07999641100038701, -2.93300706544985, 0.5298896431922913, 1.1699498891830444]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.9012487,"[-2.6201353708850306, -2.910025421773092, -0.07998449007143194, -2.93300706544985, 0.5299255847930908, 1.1699618101119995]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.9169893,"[-2.6201353708850306, -2.910025421773092, -0.08000833192934209, -2.93300706544985, 0.5299611687660217, 1.1699498891830444]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.9328039,"[-2.6201353708850306, -2.9100378195392054, -0.08003217378725225, -2.933018986378805, 0.5299491882324219, 1.1699498891830444]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.9485753,"[-2.6201353708850306, -2.910025421773092, -0.07998449007143194, -2.93300706544985, 0.529913604259491, 1.1699259281158447]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.9642923,"[-2.620171372090475, -2.9100616613971155, -0.08003217378725225, -2.93300706544985, 0.5299611687660217, 1.1699618101119995]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.9800344,"[-2.6201353708850306, -2.9101460615741175, -0.08014041582216436, -2.9329946676837366, 0.5299255847930908, 1.1699378490447998]","[0.0, 0.0, -0.0, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711054.9958758,"[-2.6201353708850306, -2.9101818243609827, -0.08034402528871709, -2.933018986378805, 0.5299375653266907, 1.1699378490447998]","[0.0, 0.0, -0.012942963279783726, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.0117927,"[-2.620171372090475, -2.9102419058429163, -0.0803917090045374, -2.933018986378805, 0.5299611687660217, 1.1699738502502441]","[0.0, 0.0, -0.004793690051883459, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.0278223,"[-2.62020713487734, -2.9102776686297815, -0.08041602769960576, -2.933018986378805, 0.5299491882324219, 1.1699498891830444]","[0.0, 0.0, -0.002181129064410925, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.043704,"[-2.620279137288229, -2.9102538267718714, -0.08036786714662725, -2.933018986378805, 0.5299255847930908, 1.1699738502502441]","[0.0, 0.0, -0.0014141385909169912, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.0597181,"[-2.620542351399557, -2.9102538267718714, -0.0803917090045374, -2.9329827467547815, 0.5299611687660217, 1.1699618101119995]","[-0.013997575268149376, 0.0, -0.0010306433541700244, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.0757387,"[-2.620685879384176, -2.910313431416647, -0.08043986955751592, -2.93303090730776, 0.5299611687660217, 1.1699259281158447]","[0.0, 0.0, -0.0008149273344315588, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.0913827,"[-2.6207457224475306, -2.910313431416647, -0.08047563234438115, -2.93300706544985, 0.5299731492996216, 1.1699378490447998]","[0.0, 0.0, -0.0006711166352033615, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.107254,"[-2.6207457224475306, -2.91034967104067, -0.08051187196840459, -2.933018986378805, 0.5299375653266907, 1.1699498891830444]","[0.0, 0.0, -0.0005752427969127893, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.1233437,"[-2.6207578817950647, -2.9103615919696253, -0.08042794862856084, -2.9329946676837366, 0.5299375653266907, 1.1699618101119995]","[0.0, 0.0, 0.00678307143971324, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.1389835,"[-2.6207457224475306, -2.9104092756854456, -0.080451790486471, -2.93303090730776, 0.5299851298332214, 1.1699498891830444]","[0.0, 0.0, 0.0031398669816553593, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.1552896,"[-2.620781723652975, -2.910433594380514, -0.08047563234438115, -2.93300706544985, 0.5299491882324219, 1.1699378490447998]","[-0.0003834952076431364, 0.0, 0.001797633827663958, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.1696424,"[-2.62076980272402, -2.910457436238424, -0.08046371141542608, -2.933018986378805, 0.5299851298332214, 1.1699498891830444]","[-0.0003834952076431364, 0.0, 0.0012223910307511687, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.1855204,"[-2.62076980272402, -2.910469357167379, -0.08041602769960576, -2.93303090730776, 0.529913604259491, 1.1699738502502441]","[-0.0003834952076431364, 0.0, 0.0002636529679875821, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.2012615,"[-2.620781723652975, -2.910457436238424, -0.08032018343080694, -2.9329708258258265, 0.5299375653266907, 1.1699378490447998]","[-0.0003834952076431364, 0.0, 0.012655341997742653, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.2169054,"[-2.6207578817950647, -2.910433594380514, -0.08030778566469365, -2.9329589048968714, 0.5299491882324219, 1.1699618101119995]","[0.000517718552146107, -0.00011504856229294091, 0.003595267655327916, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.2323914,"[-2.6207457224475306, -2.9103973547564905, -0.08023626009096319, -2.9329708258258265, 0.5299491882324219, 1.1699498891830444]","[0.000517718552146107, 0.0020133499056100845, 0.0018935076659545302, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.248399,"[-2.6207338015185755, -2.9104092756854456, -0.08023626009096319, -2.933018986378805, 0.5299375653266907, 1.1699981689453125]","[0.0030871364288032055, 0.0018024274613708258, 0.00436225812882185, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.264402,"[-2.6206741968738, -2.9102895895587366, -0.08018809953798467, -2.93300706544985, 0.5299611687660217, 1.1699498891830444]","[0.0032213598024100065, 0.009798302315175533, 0.004026699811220169, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.2801023,"[-2.62065035501589, -2.9101699034320276, -0.08008033434023076, -2.9329946676837366, 0.5299375653266907, 1.1699738502502441]","[0.004621117375791073, 0.00956820510327816, 0.006567355711013079, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.2961156,"[-2.620566431676046, -2.909989658986227, -0.07991248766054326, -2.93300706544985, 0.5299491882324219, 1.1699498891830444]","[0.006155097857117653, 0.0054456316865980625, 0.006159891840070486, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.3118114,"[-2.6204944292651575, -2.909977738057272, -0.07996064821352178, -2.9329946676837366, 0.5299611687660217, 1.1699498891830444]","[0.006883739028126001, 0.0015723303658887744, 0.0024447820615023375, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.3275516,"[-2.6202550570117396, -2.9099658171283167, -0.07993632951845342, -2.933018986378805, 0.5299491882324219, 1.1699498891830444]","[0.016816264018416405, 0.0015339808305725455, 0.0015100124292075634, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.343192,"[-2.619943682347433, -2.909977738057272, -0.0799482504474085, -2.9329946676837366, 0.5299731492996216, 1.1699498891830444]","[0.01209927350282669, 0.0011121360585093498, 0.0011025487910956144, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.3590915,"[-2.6196444670306605, -2.9099538961993616, -0.07992440858949834, -2.9329946676837366, 0.5299375653266907, 1.1699618101119995]","[0.015512380748987198, 0.0007286408799700439, 0.0009827064350247383, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.3749504,"[-2.6194170157061976, -2.9098337332354944, -0.07986480394472295, -2.93300706544985, 0.5299611687660217, 1.1699259281158447]","[0.004832039587199688, 0.00510048633441329, 0.0009827064350247383, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.3908165,"[-2.619333092366354, -2.9098218123065394, -0.07976848283876592, -2.933018986378805, 0.5299611687660217, 1.1699498891830444]","[0.0012655341997742653, 0.0024351945612579584, 0.0020852552261203527, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.4060893,"[-2.6192970911609095, -2.9097498098956507, -0.07972079912294561, -2.93300706544985, 0.5299731492996216, 1.1699738502502441]","[0.0018024274613708258, 0.0011504855938255787, 0.0024447820615023375, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.4219131,"[-2.6192732493029993, -2.9097617308246058, -0.07964879671205694, -2.93303090730776, 0.5299611687660217, 1.1699857711791992]","[0.0014956312952563167, 0.0007478156476281583, 0.0024447820615023375, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.4379363,"[-2.6192732493029993, -2.9097378889666956, -0.07960111299623662, -2.93300706544985, 0.5299491882324219, 1.1699259281158447]","[0.0008820389630272985, 0.0005560680292546749, 0.0020133499056100845, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.453402,"[-2.619237724934713, -2.9096902052508753, -0.07957679430116826, -2.93300706544985, 0.5299611687660217, 1.1699259281158447]","[0.0006327670998871326, 0.0004793690168298781, 0.001342233270406723, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.4693828,"[-2.6191898028003138, -2.909653965626852, -0.07952911058534795, -2.9329827467547815, 0.5299491882324219, 1.169901967048645]","[0.0004793690168298781, 0.0004793690168298781, 0.0010066749528050423, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.4853835,"[-2.619225565587179, -2.9096177260028284, -0.0795052687274378, -2.9329946676837366, 0.5299375653266907, 1.1699498891830444]","[-9.58738019107841e-05, 0.0004793690168298781, 0.0008868326549418271, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.5013983,"[-2.619225565587179, -2.909557644520895, -0.07948095003236944, -2.93300706544985, 0.5299611687660217, 1.1699738502502441]","[-9.58738019107841e-05, 0.0004793690168298781, 0.0008868326549418271, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.5174038,"[-2.6191776434527796, -2.9094980398761194, -0.07945710817445928, -2.933018986378805, 0.5299611687660217, 1.1699498891830444]","[-0.0009587380336597562, 0.0004793690168298781, -0.00043143212678842247, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.5333958,"[-2.619213644658224, -2.9094980398761194, -0.07942134538759404, -2.93300706544985, 0.5299375653266907, 1.1698776483535767]","[-0.0009587380336597562, 0.0004026699753012508, 0.0013662016717717052, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.549385,"[-2.619201723729269, -2.9094861189471644, -0.0794451872455042, -2.9329827467547815, 0.5299255847930908, 1.1699378490447998]","[-0.001418932224623859, 0.0003451456723269075, 0.0013662016717717052, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.5654001,"[-2.61924916902651, -2.909437958394186, -0.07954103151430303, -2.9329827467547815, 0.5299491882324219, 1.1699498891830444]","[-0.0031254859641194344, 0.0002109223569277674, -0.007190535310655832, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.5808852,"[-2.6192970911609095, -2.9094260374652308, -0.0795052687274378, -2.9329827467547815, 0.5299491882324219, 1.1699378490447998]","[-0.004333495628088713, -0.0032980588730424643, -0.003595267655327916, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.5969017,"[-2.619369093571798, -2.909461800252096, -0.07955295244325811, -2.93303090730776, 0.5299375653266907, 1.1699498891830444]","[-0.006691991351544857, -0.0016490294365212321, -0.0005752427969127893, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.612561,"[-2.6194289366351526, -2.9095218817340296, -0.07958871523012334, -2.9329827467547815, 0.5299255847930908, 1.1699378490447998]","[-0.0026269422378391027, -0.006289321463555098, -0.0005752427969127893, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.628335,"[-2.6194890181170862, -2.9094980398761194, -0.07960111299623662, -2.93300706544985, 0.5299375653266907, 1.1699738502502441]","[-0.00908883661031723, -0.003355582943186164, -0.0038589206524193287, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.6444063,"[-2.6195483843432825, -2.9096058050738733, -0.07967263856996709, -2.9329708258258265, 0.5299375653266907, 1.169901967048645]","[-0.014707040973007679, -0.006404370069503784, -0.00512924836948514, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.6603568,"[-2.6197641531573694, -2.9096902052508753, -0.07975656190981084, -2.9329827467547815, 0.5299491882324219, 1.1699498891830444]","[-0.009644904173910618, -0.007286408916115761, -0.0036671729758381844, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.676352,"[-2.619979445134298, -2.909869972859518, -0.07982856432069951, -2.9329827467547815, 0.5299255847930908, 1.1699618101119995]","[-0.012137623503804207, -0.010910438373684883, -0.007430219557136297, 2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.6921384,"[-2.6200395266162317, -2.910013500844137, -0.07993632951845342, -2.93300706544985, 0.5299491882324219, 1.1699738502502441]","[-0.0025310683995485306, -0.0044293696992099285, -0.005800365004688501, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.7077835,"[-2.6200395266162317, -2.9100378195392054, -0.0799482504474085, -2.9329946676837366, 0.5299375653266907, 1.1699259281158447]","[-0.0021667478140443563, -0.002895388752222061, -0.002684466540813446, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.7237833,"[-2.6200395266162317, -2.910025421773092, -0.07997256914247686, -2.93300706544985, 0.5299611687660217, 1.1699498891830444]","[-0.0011888351291418076, -0.0012847089674323797, -0.0016058861510828137, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.7398155,"[-2.620063368474142, -2.910025421773092, -0.07992440858949834, -2.9329827467547815, 0.5299375653266907, 1.169901967048645]","[-0.0007669904152862728, -0.0008053399506025016, -0.0011504855938255787, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.7559094,"[-2.620063368474142, -2.9100616613971155, -0.07993632951845342, -2.9329946676837366, 0.5299491882324219, 1.1699259281158447]","[-0.0005752427969127893, -0.0005944175645709038, -0.0008868326549418271, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.771926,"[-2.620051447545187, -2.9100855032550257, -0.07997256914247686, -2.9329827467547815, 0.5299375653266907, 1.169901967048645]","[-0.000517718552146107, -0.0004985437844879925, -0.0007190534961409867, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.787753,"[-2.620051447545187, -2.9101460615741175, -0.07996064821352178, -2.9329946676837366, 0.5299611687660217, 1.1699618101119995]","[-0.000517718552146107, -0.0027228158432990313, -0.0005992112564854324, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.8038125,"[-2.620063368474142, -2.910121266041891, -0.07993632951845342, -2.9329946676837366, 0.5299375653266907, 1.1699618101119995]","[-0.000517718552146107, -0.001208009896799922, -0.0005273059359751642, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.8193946,"[-2.620075527821676, -2.9100974241839808, -0.07997256914247686, -2.93300706544985, 0.5299611687660217, 1.1699618101119995]","[-0.000517718552146107, -0.0007861651829443872, -0.00045540055725723505, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.8353865,"[-2.6200993696795862, -2.9100855032550257, -0.0799482504474085, -2.93300706544985, 0.5299611687660217, 1.1699618101119995]","[-0.0004793690168298781, -0.0005752427969127893, -0.0004074636672157794, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.8511448,"[-2.620087448750631, -2.9100735823260706, -0.07993632951845342, -2.93300706544985, 0.5299491882324219, 1.169901967048645]","[-0.0003834952076431364, -0.00046019424917176366, -0.0003834952076431364, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.8667789,"[-2.620063368474142, -2.9100378195392054, -0.07991248766054326, -2.93300706544985, 0.5299375653266907, 1.1699259281158447]","[-0.00032597093377262354, -0.00036432043998502195, -0.00033555831760168076, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711055.8828979,"[-2.6201234499560755, -2.9100616613971155, -0.07990056673158819, -2.93300706544985, 0.5299491882324219, 1.1699618101119995]","[-0.00028762139845639467, -0.0003067961661145091, -0.0003115898580290377, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
