timestamp,actual_q,actual_qd,target_qd_acceleration
1716711063.1092699,"[-2.9509549776660364, -2.9107096830951136, -0.08009225526918584, -2.7276304403888147, 0.0504116453230381, 1.1702625751495361]","[-0.2505565881729126, -0.0014381069922819734, -2.3968450477696024e-05, 0.19189141690731049, -0.12959741055965424, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.1252577,"[-2.95508581796755, -2.9106972853290003, -0.08006841341127569, -2.7247279326068323, 0.04774964600801468, 1.1702746152877808]","[-0.252397358417511, -0.0013997574569657445, -2.3968450477696024e-05, 0.17257285118103027, -0.12959741055965424, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.1413233,"[-2.9571333567248743, -2.9107216040240687, -0.08012801805605108, -2.723433319722311, 0.04644261673092842, 1.1702625751495361]","[-0.25186046957969666, -0.0013997574569657445, -2.3968450477696024e-05, 0.1516244262456894, -0.14829280972480774, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.1573627,"[-2.9632392565356653, -2.9108532110797327, -0.08010417619814092, -2.7204349676715296, 0.04321698844432831, 1.1702625751495361]","[-0.24505344033241272, -0.004256796557456255, -2.3968450477696024e-05, 0.10490991175174713, -0.13321664929389954, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.1731377,"[-2.967118803654806, -2.9109371344195765, -0.08014041582216436, -2.719091240559713, 0.041214123368263245, 1.1702266931533813]","[-0.24536022543907166, -0.003355582943186164, -2.3968450477696024e-05, 0.05783587321639061, -0.11749334633350372, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.1892369,"[-2.9708548227893274, -2.9109013716327112, -0.080116097127096, -2.7187073866473597, 0.039307884871959686, 1.1702266931533813]","[-0.2224847376346588, -0.0025310683995485306, -2.3968450477696024e-05, 0.008077368140220642, -0.1245400682091713, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.2051744,"[-2.9744227568255823, -2.9108532110797327, -0.08004457155336553, -2.718731705342428, 0.03737730160355568, 1.1702266931533813]","[-0.2361755222082138, -0.0011504855938255787, -2.3968450477696024e-05, 0.002684466540813446, -0.1209448054432869, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.2208543,"[-2.978182379399435, -2.910889450703756, -0.08004457155336553, -2.7187073866473597, 0.03514673560857773, 1.170250654220581]","[-0.2448425143957138, -0.0007669904152862728, -0.0, 0.0016058861510828137, -0.15176823735237122, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.2368407,"[-2.9820738474475306, -2.910865132008688, -0.08005649248232061, -2.718719784413473, 0.03266488015651703, 1.170250654220581]","[-0.2439221292734146, -0.0005560680292546749, -0.0, 0.0011504855938255787, -0.15910257399082184, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.2528522,"[-2.9860733191119593, -2.9108412901507776, -0.08003217378725225, -2.7187073866473597, 0.030014866963028908, 1.170250654220581]","[-0.24167868494987488, -0.0004410194815136492, -0.0, 0.0008868326549418271, -0.1649029403924942, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.268715,"[-2.9900127092944544, -2.9108532110797327, -0.08000833192934209, -2.718731705342428, 0.027460727840662003, 1.1702746152877808]","[-0.235619455575943, -0.00036432043998502195, -0.0, 0.0007190534961409867, -0.14131797850131989, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.284774,"[-2.993652645741598, -2.910865132008688, -0.08004457155336553, -2.7187073866473597, 0.025350380688905716, 1.1702746152877808]","[-0.22024129331111908, -0.0003067961661145091, -0.0, 0.0005992112564854324, -0.11941082030534744, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.300576,"[-2.9970651308642786, -2.9108174482928675, -0.08003217378725225, -2.7186954657184046, 0.02371940389275551, 1.1702266931533813]","[-0.2088131457567215, -0.00026844663079828024, -0.0, 0.0005273059359751642, -0.08451275527477264, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.3157704,"[-2.9987414518939417, -2.910865132008688, -0.07997256914247686, -2.7186954657184046, 0.02309584990143776, 1.1702146530151367]","[-0.21408620476722717, -0.00024927189224399626, -0.0, 0.0005033374764025211, -0.06955644488334656, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.331883,"[-3.001974407826559, -2.910865132008688, -0.07993632951845342, -2.7186835447894495, 0.022316500544548035, 1.1702746152877808]","[-0.1893124133348465, -0.00023009712458588183, -0.0, 0.00043143212678842247, -0.030008500441908836, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.3473554,"[-3.004979912434713, -2.9108293692218226, -0.07993632951845342, -2.7186835447894495, 0.02223261073231697, 1.1702746152877808]","[-0.19554419815540314, -0.0002109223569277674, -0.0, 0.0003834952076431364, -0.004458131734281778, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.3630157,"[-3.008057181035177, -2.9108174482928675, -0.0799482504474085, -2.7186477820025843, 0.02223261073231697, 1.1702865362167358]","[-0.20194856822490692, -0.0001917476038215682, -0.0, 0.00035952674807049334, -0.0021092237439006567, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.3786485,"[-3.011289898549215, -2.9108412901507776, -0.08003217378725225, -2.7186716238604944, 0.02223261073231697, 1.1702386140823364]","[-0.18904395401477814, -0.00017257283616345376, -0.0, 0.00033555831760168076, -0.001390170189552009, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.3944118,"[-3.0144153277026575, -2.9108412901507776, -0.07998449007143194, -2.7186597029315394, 0.022208642214536667, 1.1702746152877808]","[-0.2093883752822876, -0.00015339808305725455, -0.0, 0.00028762139845639467, -0.0010306433541700244, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.4100428,"[-3.0178521315204065, -2.9108532110797327, -0.08000833192934209, -2.7186477820025843, 0.022208642214536667, 1.1702865362167358]","[-0.20913910865783691, -0.00015339808305725455, -0.0, 0.00028762139845639467, -0.0008149273344315588, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.4258828,"[-3.0213125387774866, -2.910877052937643, -0.08004457155336553, -2.7186597029315394, 0.022244594991207123, 1.1702865362167358]","[-0.2113250344991684, -0.00013422331539914012, -0.0, 0.0002636529679875821, -0.0006711166352033615, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.4412382,"[-3.024797026311056, -2.9109371344195765, -0.08008033434023076, -2.7186835447894495, 0.02223261073231697, 1.1702746152877808]","[-0.21677066385746002, -0.00013422331539914012, -0.0, 0.00023968450841493905, -0.0005752427969127893, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.4572744,"[-3.028269354497091, -2.9110334555255335, -0.08009225526918584, -2.7186597029315394, 0.02222062647342682, 1.1702865362167358]","[-0.22507333755493164, -0.0033939324785023928, -0.0, 0.00021571606339421123, -0.0005033374764025211, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.4733675,"[-3.031933132802145, -2.911105457936422, -0.08006841341127569, -2.718635861073629, 0.022244594991207123, 1.1702865362167358]","[-0.22902333736419678, -0.0035473306197673082, -0.0, 0.00021571606339421123, -0.00043143212678842247, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.4888644,"[-3.035513464604513, -2.9111292997943323, -0.08012801805605108, -2.7186477820025843, 0.02222062647342682, 1.1702865362167358]","[-0.23011629283428192, -0.005042961798608303, -0.0, 0.0001917476038215682, -0.0003115898580290377, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.5048542,"[-3.0391772429095667, -2.911213223134176, -0.08006841341127569, -2.718635861073629, 0.022208642214536667, 1.170250654220581]","[-0.24079664051532745, -0.005714078433811665, -0.0, 0.0001917476038215682, -0.0003115898580290377, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.5205011,"[-3.0430687109576624, -2.9113929907428187, -0.08012801805605108, -2.718623463307516, 0.022208642214536667, 1.1702746152877808]","[-0.24493838846683502, -0.00903131254017353, -0.0, 0.0001917476038215682, -0.0003115898580290377, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.5362976,"[-3.0471161047564905, -2.9116089979754847, -0.08004457155336553, -2.7186477820025843, 0.02222062647342682, 1.1702625751495361]","[-0.261620432138443, -0.014496118761599064, -0.0, 0.00016777915880084038, -0.0003115898580290377, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.5523584,"[-3.0513671080218714, -2.9118245283709925, -0.08012801805605108, -2.718611542378561, 0.022196657955646515, 1.1702985763549805]","[-0.261620432138443, -0.014093448407948017, -0.0, 0.00016777915880084038, -0.0003115898580290377, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.5678573,"[-3.055593792592184, -2.912088696156637, -0.08010417619814092, -2.718611542378561, 0.02216070517897606, 1.170250654220581]","[-0.2669701874256134, -0.016682041808962822, -0.0, 0.00016777915880084038, -0.0003115898580290377, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.5837705,"[-3.0598207155810755, -2.912304703389303, -0.08009225526918584, -2.718611542378561, 0.02217268943786621, 1.1702746152877808]","[-0.26313522458076477, -0.017468206584453583, -0.0, 0.00016777915880084038, -0.0003115898580290377, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.5994263,"[-3.0639758745776575, -2.912520710621969, -0.08006841341127569, -2.7185996214496058, 0.02222062647342682, 1.1702625751495361]","[-0.25393134355545044, -0.012195147573947906, -0.0, 0.00016777915880084038, -0.0003115898580290377, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.6153011,"[-3.0679033438311976, -2.9125803152667444, -0.08006841341127569, -2.7186477820025843, 0.022184673696756363, 1.1702746152877808]","[-0.2534903287887573, -0.003930825740098953, -0.0, 0.00016777915880084038, -0.0003115898580290377, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.6310136,"[-3.071842972432272, -2.9125683943377894, -0.08008033434023076, -2.7185996214496058, 0.022196657955646515, 1.1702985763549805]","[-0.24927188456058502, -0.001418932224623859, -0.0, 0.00016777915880084038, -0.0003115898580290377, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.6463592,"[-3.075674835835592, -2.912520710621969, -0.08006841341127569, -2.7186477820025843, 0.022208642214536667, 1.1702865362167358]","[-0.23074907064437866, -0.000862864195369184, -0.0, 0.00016777915880084038, -0.0003115898580290377, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.6617885,"[-3.079207245503561, -2.9124487082110804, -0.07996064821352178, -2.718623463307516, 0.022256579250097275, 1.1702625751495361]","[-0.1995709091424942, -0.0005752427969127893, -0.0, 0.00016777915880084038, -0.0003115898580290377, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.6778557,"[-3.0807281176196497, -2.9124725500689905, -0.07998449007143194, -2.7186716238604944, 0.02222062647342682, 1.170250654220581]","[-0.18152745068073273, -0.0005752427969127893, -0.0, 0.00016777915880084038, -0.0003115898580290377, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.6935146,"[-3.084416214619772, -2.91242486635317, -0.07996064821352178, -2.7186716238604944, 0.022256579250097275, 1.1702266931533813]","[-0.1150677353143692, -0.0005752427969127893, -0.0, 0.00016777915880084038, 0.0, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.709407,"[-3.085266415272848, -2.912400547658102, -0.08000833192934209, -2.7186716238604944, 0.02229253202676773, 1.1702865362167358]","[-0.09930608421564102, -0.0005752427969127893, -0.0, 0.00016777915880084038, 0.0, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.7253823,"[-3.0866673628436487, -2.912328545247213, -0.07997256914247686, -2.718731705342428, 0.022316500544548035, 1.1702386140823364]","[-0.014515293762087822, -0.00046019424917176366, -0.0, 0.00016777915880084038, 0.0, 2.3968450477696024e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.7413754,"[-3.0866554419146937, -2.912196461354391, -0.07990056673158819, -2.7187073866473597, 0.022304516285657883, 1.1702266931533813]","[-0.002205097349360585, 0.00515801040455699, -0.0, 0.00016777915880084038, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.7573838,"[-3.0865355173694056, -2.912064854298727, -0.07986480394472295, -2.718719784413473, 0.02228054776787758, 1.1702625751495361]","[-0.0013997574569657445, 0.005714078433811665, -0.0, 0.00016777915880084038, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.7730877,"[-3.086344067250387, -2.9120166937457483, -0.07982856432069951, -2.7186954657184046, 0.02229253202676773, 1.170250654220581]","[0.00914636068046093, 0.002147573046386242, -0.0, 0.00016777915880084038, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.788881,"[-3.0861523787127894, -2.9118369261371058, -0.07979280153383428, -2.718719784413473, 0.022304516285657883, 1.1702266931533813]","[0.014131798408925533, 0.00926140882074833, -0.0, 0.00016777915880084038, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.80489,"[-3.085984532033102, -2.9116690794574183, -0.07975656190981084, -2.7187073866473597, 0.02228054776787758, 1.1702625751495361]","[0.007880826480686665, 0.008858739398419857, -0.0, 0.00016777915880084038, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.8208628,"[-3.085853163396017, -2.9116690794574183, -0.07982856432069951, -2.718719784413473, 0.022304516285657883, 1.1702386140823364]","[0.007420632056891918, 0.0024351945612579584, -0.0, 0.00016777915880084038, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.8366358,"[-3.085733238850729, -2.911741081868307, -0.07984048524965459, -2.7187674681292933, 0.02229253202676773, 1.170250654220581]","[0.007133010774850845, 0.0011504855938255787, -0.0, 0.00016777915880084038, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.852399,"[-3.0856614748584192, -2.9117048422442835, -0.07984048524965459, -2.718743626271383, 0.022316500544548035, 1.1702266931533813]","[0.0035473306197673082, 0.0007478156476281583, -0.0, 0.00016777915880084038, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.8684082,"[-3.0856614748584192, -2.9117048422442835, -0.07985240617860967, -2.7187674681292933, 0.02229253202676773, 1.170250654220581]","[0.0026077674701809883, 0.0005560680292546749, -0.0, 0.00016777915880084038, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.8845325,"[-3.0856614748584192, -2.911741081868307, -0.07990056673158819, -2.7187913099872034, 0.022304516285657883, 1.170250654220581]","[0.001725728390738368, 0.0004985437844879925, -0.0, -2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.9003036,"[-3.08563739458193, -2.9117887655841272, -0.07991248766054326, -2.7187913099872034, 0.022304516285657883, 1.170190691947937]","[0.0009587380336597562, 0.0004026699753012508, 0.0001917476038215682, -2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.9163065,"[-3.0855894724475306, -2.9118369261371058, -0.07992440858949834, -2.718828026448385, 0.02229253202676773, 1.1702386140823364]","[0.0006711166352033615, 0.0003451456723269075, 0.0001917476038215682, -2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.9323835,"[-3.0855534712420862, -2.911776844655172, -0.07996064821352178, -2.718828026448385, 0.02229253202676773, 1.170202612876892]","[0.0030871364288032055, 0.00028762139845639467, 0.0001917476038215682, -2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.9483778,"[-3.0854457060443323, -2.911848847066061, -0.07993632951845342, -2.71883994737734, 0.022316500544548035, 1.170250654220581]","[0.005311408545821905, 0.00024927189224399626, 0.0001917476038215682, -2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.964316,"[-3.085362259541647, -2.911884609852926, -0.07993632951845342, -2.718828026448385, 0.02228054776787758, 1.1702266931533813]","[0.005599029827862978, 0.00023009712458588183, 0.0001917476038215682, -2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.980201,"[-3.0853143374072474, -2.9119327704059046, -0.07999641100038701, -2.718851868306295, 0.022328484803438187, 1.1702266931533813]","[0.003719903528690338, 0.0002109223569277674, 0.0001917476038215682, -2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711063.9963107,"[-3.0853262583362024, -2.911884609852926, -0.07993632951845342, -2.718815628682272, 0.022316500544548035, 1.1702266931533813]","[0.0024351945612579584, 0.0001917476038215682, 0.0001917476038215682, -2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.0123827,"[-3.0853503386126917, -2.9118245283709925, -0.07993632951845342, -2.718815628682272, 0.02234046906232834, 1.1702266931533813]","[0.0011504855938255787, 0.00017257283616345376, 0.0001917476038215682, -2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.0278976,"[-3.085374180470602, -2.9118245283709925, -0.07990056673158819, -2.718815628682272, 0.022268563508987427, 1.1702266931533813]","[0.0007478156476281583, 0.00015339808305725455, 0.0001917476038215682, -2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.0439105,"[-3.0853503386126917, -2.9117887655841272, -0.07991248766054326, -2.718815628682272, 0.02234046906232834, 1.170202612876892]","[0.0005560680292546749, 0.00015339808305725455, 0.0001917476038215682, -2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.0592535,"[-3.0853381792651575, -2.9118245283709925, -0.07993632951845342, -2.718815628682272, 0.022304516285657883, 1.1702146530151367]","[0.0004410194815136492, 0.00013422331539914012, 0.0001917476038215682, -2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.0753493,"[-3.085398260747091, -2.911776844655172, -0.07987672487367803, -2.718815628682272, 0.02234046906232834, 1.170250654220581]","[0.00036432043998502195, 0.00013422331539914012, 0.0001917476038215682, -2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.0913763,"[-3.0854337851153772, -2.911741081868307, -0.07979280153383428, -2.7187793890582483, 0.02235245332121849, 1.170250654220581]","[0.0003067961661145091, 0.00011504856229294091, 0.0001917476038215682, -2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.1068761,"[-3.0854337851153772, -2.9117048422442835, -0.07976848283876592, -2.7187674681292933, 0.022316500544548035, 1.1702146530151367]","[0.00026844663079828024, 0.00011504856229294091, 0.0001917476038215682, -2.3968450477696024e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.1228824,"[-3.0854221026050013, -2.9117167631732386, -0.07979280153383428, -2.7187793890582483, 0.022304516285657883, 1.1702266931533813]","[0.00023009712458588183, 9.58738019107841e-05, 0.0001917476038215682, -0.0001917476038215682, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.138826,"[-3.085398260747091, -2.9116690794574183, -0.0797808806048792, -2.7187674681292933, 0.022304516285657883, 1.170250654220581]","[0.0002109223569277674, 9.58738019107841e-05, 0.0001917476038215682, -0.0001917476038215682, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.154873,"[-3.085398260747091, -2.9116929213153284, -0.07967263856996709, -2.718731705342428, 0.022304516285657883, 1.1702146530151367]","[0.0001917476038215682, 9.58738019107841e-05, 4.793690095539205e-05, -0.0001917476038215682, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.1705563,"[-3.0853381792651575, -2.911657158528463, -0.07955295244325811, -2.718755547200338, 0.022316500544548035, 1.1702625751495361]","[0.0, 9.58738019107841e-05, 0.009084043093025684, -0.0001917476038215682, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.1864939,"[-3.0853503386126917, -2.9116209189044397, -0.07939702669252569, -2.7186835447894495, 0.022304516285657883, 1.170250654220581]","[0.0, 7.669904152862728e-05, 0.009803096763789654, -0.0001917476038215682, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.2023013,"[-3.085302178059713, -2.91164476076235, -0.07925349870790654, -2.718623463307516, 0.022268563508987427, 1.1702266931533813]","[0.0, 7.669904152862728e-05, 0.0076219672337174416, 0.0007430219557136297, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.2175672,"[-3.085302178059713, -2.9117048422442835, -0.0791695753680628, -2.718527619038717, 0.022304516285657883, 1.1702266931533813]","[0.0, 7.669904152862728e-05, 0.00601608119904995, 0.004434163216501474, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.2333877,"[-3.0853503386126917, -2.9117286841021937, -0.07912141481508428, -2.718360249196188, 0.02228054776787758, 1.170250654220581]","[0.0, 7.669904152862728e-05, 0.0034274884965270758, 0.012535499408841133, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.2490218,"[-3.085362259541647, -2.9117048422442835, -0.0791695753680628, -2.7179043928729456, 0.02228054776787758, 1.1702625751495361]","[0.0, 7.669904152862728e-05, 0.0034274884965270758, 0.04189685359597206, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.2646625,"[-3.085398260747091, -2.9118126074420374, -0.0791695753680628, -2.716980759297506, 0.02228054776787758, 1.1702386140823364]","[0.0, 7.669904152862728e-05, 0.0020133499056100845, 0.07818508893251419, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.2805188,"[-3.085374180470602, -2.911884609852926, -0.07921725908388311, -2.7154691855060022, 0.02229253202676773, 1.1702386140823364]","[0.0, 7.669904152862728e-05, 0.001342233270406723, 0.10836136341094971, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.2962182,"[-3.085386101399557, -2.911957089100973, -0.07921725908388311, -2.713466469441549, 0.022244594991207123, 1.1702625751495361]","[0.0, 7.669904152862728e-05, 0.0010066749528050423, 0.15934225916862488, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.3121264,"[-3.085362259541647, -2.911957089100973, -0.07926541963686162, -2.7101920286761683, 0.02228054776787758, 1.1702625751495361]","[0.0, -7.669904152862728e-05, 0.0007909588748589158, 0.25174063444137573, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.3279016,"[-3.085398260747091, -2.9120290915118616, -0.07932550111879522, -2.7053826490985315, 0.022244594991207123, 1.1702266931533813]","[0.0, -0.0011504855938255787, 0.0006711166352033615, 0.34636807441711426, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.3439007,"[-3.0854221026050013, -2.912112538014547, -0.0793374220477503, -2.699061695729391, 0.02222062647342682, 1.1702625751495361]","[0.0, -0.0028186896815896034, 0.0005752427969127893, 0.43133625388145447, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.359818,"[-3.085410181676046, -2.9122446219073694, -0.07932550111879522, -2.6916735808001917, 0.02217268943786621, 1.1702625751495361]","[0.0, -0.007880826480686665, -0.00011984225420746952, 0.5008447766304016, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.3758674,"[-3.085386101399557, -2.9123528639422815, -0.07937318483461553, -2.683326069508688, 0.02222062647342682, 1.170250654220581]","[0.0, -0.004448544234037399, -0.00011984225420746952, 0.5577458739280701, 9.58738019107841e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.391888,"[-3.085362259541647, -2.9124487082110804, -0.07942134538759404, -2.673802677785055, 0.022136736661195755, 1.1702266931533813]","[0.0, -0.005407282616943121, -0.00011984225420746952, 0.6198960542678833, -0.0002636529679875821, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.4078293,"[-3.085398260747091, -2.9125683943377894, -0.07943326631654912, -2.6636560598956507, 0.0221007838845253, 1.170202612876892]","[0.0, -0.005905826110392809, -0.00011984225420746952, 0.6456381678581238, -0.0002636529679875821, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.4237733,"[-3.0853503386126917, -2.912652317677633, -0.07946902910341436, -2.653341595326559, 0.021908661350607872, 1.1702625751495361]","[0.0, -0.0032980588730424643, -0.00011984225420746952, 0.6672337055206299, -0.009635317139327526, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.439509,"[-3.0853262583362024, -2.912724320088522, -0.07946902910341436, -2.6425231138812464, 0.021740881726145744, 1.1702625751495361]","[0.0, -0.004716990981251001, -0.00011984225420746952, 0.6910823583602905, -0.014908376149833202, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.4554083,"[-3.085362259541647, -2.9128082434283655, -0.0795052687274378, -2.6313326994525355, 0.021404949948191643, 1.1702386140823364]","[0.0, -0.005464806687086821, -0.00011984225420746952, 0.694413959980011, -0.02341717667877674, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1716711064.4709222,"[-3.0853503386126917, -2.912868324910299, -0.0795052687274378, -2.6205266157733362, 0.020985502749681473, 1.1702746152877808]","[0.0, -0.0043718451634049416, -0.00011984225420746952, 0.6758384108543396, -0.03051183745265007, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
